name,lat,lon,staff_email_domain,website,street,postcode,city,state
Ammerland Klinik GmbH,53.2579655,7.917816,ammerland-klinik.de,www.ammerland-klinik.de,Lange Straße,26655,Westerstede,Niedersachsen
AMEOS Klinikum Schönebeck,52.2860443,8.0536599,ameos.eu,www.ameos.eu/standorte/ameos-ost/ameos-klinikum-schoenebeck/,Am Gradierwerk,39218,Schönebeck,Sachsen-Anhalt
"Harz-Klinikum ""Dorothea Christiane Erxleben"" GmbH",51.792366,10.9552658,harzklinikum.com,www.harz-klinikum.de,Tiestraße,38889,Blankenburg (Harz),Sachsen-Anhalt
AMEOS Klinikum Ueckermünde,52.0044494,11.7278532,ameos.de,www.ameos.eu,Hospitalstraße,17389,Anklam,Mecklenburg-Vorpommern
SALUS gGmbH Fachklinikum Bernburg,51.7868235,11.7270363,salus-lsa.de,www.salus-lsa.de,Olga-Benario-Straße,06406,Bernburg (Saale),Sachsen-Anhalt
St. Rochus-Hospital Telgte GmbH,51.9790205,7.7639045,srh-telgte.de,www.srh-telgte.de,Parkstraße,59227,"Ahlen, Westfalen",Nordrhein-Westfalen
Klinikum Landsberg am Lech,48.0483713,10.8556235,klinikum-landsberg.de,www.klinikum-landsberg.de,Bgm.-Dr.-Hartmann-Str.,86899,Landsberg am Lech,Bayern
Evangelisches Krankenhaus Königin Elisabeth Herzberge gGmbH,52.5274171,13.5095087,keh-berlin.de,www.keh-berlin.de,Herzbergstrasse,10365,Berlin,Berlin
"Krankenhaus für Psychiatrie, Psychoth. u. Psychosom. Medizin des Bezirks Unterfranken",49.9779401,9.1909482,bezirkskrankenhaus-lohr.de,www.bezirkskrankenhaus-lohr.de,Am Hasenkopf,63739,Aschaffenburg,Bayern
Charité Universitätsmedizin Berlin,52.4420418,13.3208167,charite.de,www.charite.de,Hindenburgdamm,12203,Berlin,Berlin
Sana Kliniken Lübeck GmbH,48.1118261,9.7794077,sana.de,www.sana.de/luebeck,Am Dreilingsberg,23570,Lübeck,Schleswig-Holstein
gKU Wertachkliniken Wertachklinik Schwabmünchen,48.1759759,10.7462699,wertachkliniken.de,www.wertachkliniken.de,Weidenhartstr.,86830,Schwabmünchen,Bayern
Klinikum Starnberg,48.0067389,11.3352883,klinikum-starnberg.de,www.klinikum-starnberg.de,Oßwaldstr.,82319,Starnberg,Bayern
Universitätsklinikum Essen,51.4347056,6.9883548,uk-essen.de,www.uk-essen.de,Heerstraße,47053,Duisburg,Nordrhein-Westfalen
Sana HANSE-Klinikum Wismar GmbH,53.8844672,11.4385667,sana.de,www.sana.de,Störtebekerstraße,23966,Wismar,Mecklenburg-Vorpommern
St. Elisabeth-Hospital Beckum GmbH,51.7526753,8.0388477,krankenhaus-beckum.de,www.krankenhaus-beckum.de,Elisabethstraße,59269,"Beckum, Westfalen",Nordrhein-Westfalen
Johanniter-Krankenhaus Geesthacht,53.4316441,10.3853014,johanniter-krankenhaus.de,www.johanniter.de/johanniter-kliniken/johanniter-krankenhaus-geesthacht/,Am Runden Berge,21502,Geesthacht,Schleswig-Holstein
Klinikum Bad Bramstedt,53.9039512,9.8934413,klinikumbb.de,www.klinikumbadbramstedt.de,Oskar-Alexander-Straße,24576,Bad Bramstedt,Schleswig-Holstein
Psychiatrisches Krankenhaus Rickling,53.9969023,10.1750382,landesverein.de,www.landesverein.de/psychiatrie/psychiatrisches-krankenhaus-rickling/,Daldorfer Straße,24635,Rickling,Schleswig-Holstein
ASKLEPIOS Klinikum Harburg,53.4595927,9.9477502,asklepios.com,www.asklepios.com/hamburg/harburg/,Kroonhorst,22549,Hamburg,Hamburg
Klinik Dr. Guth,53.5568574,9.8538555,drguth.de,www.klinikdrguth.de/,Jürgensallee,22609,Hamburg,Hamburg
AGAPLESION DIAKONIEKLINIKUM HAMBURG gGmbH,53.5718116,9.9661551,agaplesion.de,www.d-k-h.de,Hohe Weide,20259,Hamburg,Hamburg
Evangelisches Krankenhaus Alsterdorf gGmbH,53.6141513,10.0242727,alsterdorf.de,www.evangelisches-krankenhaus-alsterdorf.de,Elisabeth-Flügge-Straße,22337,Hamburg,Hamburg
Katholisches Kinderkrankenhaus Wilhelmstift,53.587338,10.164885,KKH-Wilhelmstift.de,www.kkh-wilhelmstift.de,Bodelschwingstraße,22337,Hamburg,Hamburg
Evangelisches Krankenhaus Alsterdorf gGmbH,53.6141513,10.0242727,alsterdorf.de,www.evangelisches-krankenhaus-alsterdorf.de,Winterhuder Weg,22085,Hamburg,Hamburg
Katholisches Kinderkrankenhaus Wilhelmstift,53.587338,10.164885,KKH-Wilhelmstift.de,www.kkh-wilhelmstift.de,Alfredstraße,22087,Hamburg,Hamburg
Katholisches Kinderkrankenhaus Wilhelmstift,53.587338,10.164885,KKH-Wilhelmstift.de,www.kkh-wilhelmstift.de,Tangstedter Landstraße,22417,Hamburg,Hamburg
Bundeswehrkrankenhaus Hamburg,53.5952534,10.0774097,bundeswehr.org,www.bwkrankenhaus.de/de/bundeswehrkrankenhaus-hamburg,Lesserstraße,22049,Hamburg,Hamburg
Katholisches Kinderkrankenhaus Wilhelmstift,53.587338,10.164885,KKH-Wilhelmstift.de,www.kkh-wilhelmstift.de,Alphonsstraße,22043,Hamburg,Hamburg
Katholisches Kinderkrankenhaus Wilhelmstift,53.587338,10.164885,KKH-Wilhelmstift.de,www.kkh-wilhelmstift.de,Liliencronstraße,22149,Hamburg,Hamburg
ASKLEPIOS Klinikum Harburg,53.4595927,9.9477502,asklepios.com,www.asklepios.com/hamburg/harburg/,Marktpassage,21149,Hamburg,Hamburg
Helios Klinikum Salzgitter GmbH,52.1544926,10.3180927,helios-gesundheit.de,www.helios-gesundheit.de,Kattowitzer Straße,38226,Salzgitter,Niedersachsen
Helios Klinik Wittingen GmbH,52.7302528,10.7396139,helios-gesundheit.de,www.helios-gesundheit.de,Gustav-Dobberkau-Straße,29378,Wittingen,Niedersachsen
Helios St. Marienberg Klinik Helmstedt,52.2319847,10.9996985,helios-gesundheit.de,www.helios-gesundheit.de/helmstedt,Conringstraße,38350,Helmstedt,Niedersachsen
AWO Psychiatriezentrum,52.2438432,10.812723,awo-apz.de,www.awo-psychiatriezentrum.de,Vor dem Kaiserdom,38154,Königslutter am Elm,Niedersachsen
Helios Albert-Schweitzer-Klinik Northeim,51.7294572,9.9792081,helios-gesundheit.de,www.helios-gesundheit.de,Albert-Schweitzer-Weg,37154,Northeim,Niedersachsen
Kirchberg Klinik,51.6261947,10.4688507,kirchbergklinik.de,www.kirchbergklinik.de,Kirchberg,37431,Bad Lauterberg im Harz,Niedersachsen
Universitätsmedizin Göttingen,51.5508411,9.942862,universitaetsmedizin-goettingen.de,www.universitaetsmedizin-goettingen.de,Robert-Koch-Straße,37075,Göttingen,Niedersachsen
Medizinische Hochschule Hannover,52.383524,9.8035698,mh-hannover.de,www.mh-hannover.de,Ferdinand-Wilhelm-Fricke-Weg,30169,Hannover,Niedersachsen
Medizinische Hochschule Hannover,52.383524,9.8035698,mh-hannover.de,www.mh-hannover.de,Anna-von-Borries-Straße,30625,Hannover,Niedersachsen
Medizinische Hochschule Hannover,52.383524,9.8035698,mh-hannover.de,www.mh-hannover.de,Carl-Neuberg-Straße,30625,Hannover,Niedersachsen
Medizinische Hochschule Hannover,52.383524,9.8035698,mh-hannover.de,www.mh-hannover.de,Podbielskistraße,30177,Hannover,Niedersachsen
Klinik Bassum,52.8442486,8.7284569,kliniken-lkd.de,www.kliniken-lkd.de,Marie-Hackfeld-Straße,27211,Bassum,Niedersachsen
Klinik Sulingen,52.683602,8.8055324,kliniken-lkd.de,www.kliniken-lkd.de,Schmelingstraße,27232,Sulingen,Niedersachsen
AMEOS Klinikum Alfeld,51.994362,9.8328582,ameos.de,www.ameos.eu,Landrat-Beushausen-Straße,31061,Alfeld,Niedersachsen
AMEOS Klinikum Hildesheim,52.151027,9.9766477,ameos.de,www.ameos.eu,Goslarsche Landstraße,31135,Hildesheim,Niedersachsen
AMEOS Klinikum Hildesheim,52.151027,9.9766477,ameos.de,www.ameos.eu,Oldekopstraße,31134,Hildesheim,Niedersachsen
St. Bernward Krankenhaus,52.1471624,9.947384,bernward-khs.de,www.bernward-khs.de,Treibestraße,31134,Hildesheim,Niedersachsen
Johanniter-Krankenhaus Gronau GmbH,52.0820098,9.7668802,johanniter-gronau.de,www.johanniter.de,Johanniterstraße,31028,Gronau (Leine),Niedersachsen
Kreiskrankenhaus Osterholz,53.2332456,8.7942852,kkhohz.de,www.kreiskrankenhaus-osterholz.de,Am Krankenhaus,27711,Osterholz-Scharmbeck,Niedersachsen
Psychiatrische Klinik Uelzen gGmbH,52.9669548,10.5284926,pk-uelzen.de,www.pk-uelzen.de,An den Zehn Eichen,29525,"Uelzen, Lüneburger Heide",Niedersachsen
AMEOS Klinikum Osnabrück,52.2860443,8.0536599,klinikum-os.de,www.klinikum-os.de,Knollstraße,49088,Osnabrück,Niedersachsen
Christliches Kinderhospital Osnabrück,52.2698941,8.0530625,ckos.de,www.christliches-kinderhospital.de,Am Finkenhügel,49076,Osnabrück,Niedersachsen
Krankenhaus Norderney,53.7160712,7.1720602,Krankenhaus-norderney.de,www.krankenhaus-norderney.de,Lippestr.,26548,Norderney,Niedersachsen
MediClin Hedon-Klinik,52.511984,7.3580851,mediclin.de,www.mediclin.de,Hedonallee,49811,Lingen,Niedersachsen
St. Bonifatius Hospital,52.5244814,7.3154594,bonifatius-lingen.de,www.bonifatius-hospital-lingen.de,Wilhelmstraße,49808,Lingen,Niedersachsen
Nordwest-Krankenhaus Sanderbusch GmbH,53.5069054,8.0090096,friesland-kliniken.de,www.friesland-kliniken.de,Am Gut Sanderbusch,26452,Sande,Niedersachsen
Krankenhaus Rheiderland,53.1684537,7.3537725,klinikum-leer.de,www.krankenhaus-rheiderland.de,Neue Straße,26826,Weener,Niedersachsen
St. Bernhard-Hospital,53.3239209,8.4824012,sbhospital.de,www.sbhospital.de,Claussenstraße,26919,Brake (Unterweser),Niedersachsen
Klinikum Bremerhaven-Reinkenheide gGmbH,53.5377387,8.6365604,klinikum-bremerhaven.de,www.klinikum-bremerhaven.de,Hafenstraße,27576,Bremerhaven,Bremen
Universitätsklinikum Düsseldorf,51.1959746,6.7894365,uni-duesseldorf.de,www.uniklinik-duesseldorf.de,Moorenstraße,40225,Düsseldorf,Nordrhein-Westfalen
Evangelisches Krankenhaus BETHESDA zu Duisburg GmbH,51.4173778,6.7613769,bethesda.de,www.bethesda.de,Heerstr.,47053,Duisburg,Nordrhein-Westfalen
Johanniter-Krankenhaus Rheinhausen,51.4120651,6.6992298,johanniter-rheinhausen.de,www.johanniter-rheinhausen.de,Kreuzacker,47228,Duisburg,Nordrhein-Westfalen
St. Josef Krankenhaus Essen-Werden GmbH,51.3891577,7.0063882,uk-essen.de,www.sankt-josef-werden.de,Propsteistr.,45239,"Essen, Ruhr",Nordrhein-Westfalen
Alexius/Josef Krankenhaus,51.1912809,6.7019633,psychiatrie-neuss.de,www.psychiatrie-neuss.de,Am Hasenberg,41462,Neuss,Nordrhein-Westfalen
Alexius/Josef Krankenhaus,51.1912809,6.7019633,psychiatrie-neuss.de,www.psychiatrie-neuss.de,Nordkanalallee,41464,Neuss,Nordrhein-Westfalen
Alexius/Josef Krankenhaus,51.1912809,6.7019633,psychiatrie-neuss.de,www.psychiatrie-neuss.de,Steinhausstraße,41462,Neuss,Nordrhein-Westfalen
Johanna-Etienne-Krankenhaus,51.2132298,6.6585845,johanna-etienne-krankenhaus.de,www.johanna-etienne-krankenhaus.de,Am Hasenberg,41462,Neuss,Nordrhein-Westfalen
Eduardus-Krankenhaus,50.9325047,6.9808828,eduardus.de,www.eduardus.de,Custodisstr.,50679,Köln,Nordrhein-Westfalen
Krankenhaus Jülich,50.9260294,6.3638991,ct-west.de,www.krankenhaus-juelich.de,Kurfürstenstr.,52428,Jülich,Nordrhein-Westfalen
Helios Klinik Wipperfürth,51.1132873,7.3855148,helios-gesundheit.de,www.helios-gesundheit.de,Alte-Kölner-Straße,51688,Wipperfürth,Nordrhein-Westfalen
LWL-Klinik Münster,51.9783641,7.6176104,lwl.org,www.lwl-klinik-muenster.de,Friedrich-Wilhelm-Weber-Straße,48147,"Münster, Westfalen",Nordrhein-Westfalen
UKM - Universitätsklinikum Münster,51.9625689,7.59575,ukmuenster.de,www.ukm.de,Albert-Schweitzer-Campus,48149,"Münster, Westfalen",Nordrhein-Westfalen
Christophorus-Kliniken,51.8273616,7.2803578,ctc-coesfeld.de,www.christophorus-kliniken.de,Vollenstraße,48249,Dülmen,Nordrhein-Westfalen
LWL-Klinik Herten,51.5918187,7.1272955,lwl.org,www.lwl-klinik-herten.de,Im Schloßpark,45699,"Herten, Westfalen",Nordrhein-Westfalen
Elisabeth Krankenhaus Recklinghausen,51.5677623,7.2071942,ekonline.de,www.ekonline.de,Röntgenstraße,45661,"Recklinghausen, Westfalen",Nordrhein-Westfalen
Maria-Josef-Hospital Greven GmbH,52.0880291,7.6105761,mjh-greven.de,www.maria-josef-hospital.de,Lindenstr.,48268,"Greven, Westfalen",Nordrhein-Westfalen
LWL-Klinikum Gütersloh,51.8962346,8.3504278,lwl-klinik-guetersloh.de,www.lwl-klinikum-guetersloh.de,Buxelstraße,33334,Gütersloh,Nordrhein-Westfalen
Helios Klinikum Warburg GmbH,51.4874585,9.1409444,helios-gesundheit.de,www.helios-gesundheit.de/kliniken/warburg,Hüffertstraße,34414,"Warburg, Westfalen",Nordrhein-Westfalen
LWL-Klinik Paderborn,51.7190025,8.7636941,lwl.org,www.lwl-klinik-paderborn.de,Agathastraße,33098,Paderborn,Nordrhein-Westfalen
Berufsgenossenschaftliches Universitätsklinikum Bergmannsheil gGmbH,51.4682212,7.2111606,bergmannsheil.de,www.bergmannsheil.de,Bürkle de la Camp-Platz,44789,Bochum,Nordrhein-Westfalen
Universitätsklinikum Knappschaftskrankenhaus Bochum,51.4640955,7.3272049,kk-bochum.de,www.kk-bochum.de,In der Schornau,44892,Bochum,Nordrhein-Westfalen
Knappschaftskrankenhaus Lütgendortmund,51.5027431,7.3300121,klinikum-westfalen.de,www.klinikum-westfalen.de,Volksgartenstraße,44388,Dortmund,Nordrhein-Westfalen
Evangelisches Krankenhaus Herne,51.5338627,7.2306001,evkhg-herne.de,www.evk-herne.de,Wiescherstraße,44623,"Herne, Westfalen",Nordrhein-Westfalen
St. Anna-Hospital,51.537557,7.1590304,elisabethgruppe.de,www.annahospital.de,Hospitalstraße,44649,"Herne, Westfalen",Nordrhein-Westfalen
St. Marien Hospital Eickel,51.515214,7.1822115,elisabethgruppe.de,www.marienhospital-eickel.de,Marienstr.,44651,"Herne, Westfalen",Nordrhein-Westfalen
Orthopädische Klinik Volmarstein,51.369359,7.3748619,esv.de,www.volmarstein.org,Lothar-Gau-Straße,58300,Wetter (Ruhr),Nordrhein-Westfalen
Sauerlandklinik Hachen,51.3832137,7.9743939,sauerlandklinik.de,www.sauerlandklinik-hachen.de,Siepenstraße,59846,Sundern (Sauerland),Nordrhein-Westfalen
Marienkrankenhaus Soest,51.5749376,8.1123508,hospitalverbund.de,www.marienkrankenhaus-soest.de,Widumgasse,59494,"Soest, Westfalen",Nordrhein-Westfalen
Mariannen-Hospital Werl,51.551304,7.9063043,hospitalverbund.de,www.mariannen-hospital.de,Unnaer Straße,59457,Werl,Nordrhein-Westfalen
DGD Krankenhaus Sachsenhausen,50.1063183,8.6836318,khs-ffm.de,www.krankenhaus-sachsenhausen.de,Schulstraße,60594,Frankfurt,Hessen
Hospital zum Heiligen Geist,50.1103289,8.6928758,hohg.de,www.hospital-zum-heiligen-geist.de,Lange Straße,60311,Frankfurt,Hessen
Krankenhaus Nordwest,50.1508859,8.617688,sthhg.de,www.krankenhaus-nordwest.de,Steinbacher Hohl,60488,Frankfurt,Hessen
St. Elisabethen-Krankenhaus,50.1265675,8.6384716,artemed.de,www.elisabethen-krankenhaus-frankfurt.de,Ginnheimer Straße,60487,Frankfurt,Hessen
Universitätsklinikum Frankfurt,50.0936814,8.6558742,unimedizin-ffm.de,www.unimedizin-ffm.de,Theodor-Stern-Kai,60596,Frankfurt,Hessen
Ketteler Krankenhaus,50.0943532,8.7846122,ketteler-krankenhaus.de,www.ketteler-krankenhaus.de,Lichtenplattenweg,63071,Offenbach,Hessen
DKD HELIOS Klinik Wiesbaden,50.0866424,8.2699327,dkd-wiesbaden.de,www.helios-gesundheit.de/kliniken/wiesbaden-dkd/,Aukammallee,65191,Wiesbaden,Hessen
Klinikum Hanau,50.1334486,8.9237507,klinikum-stadt-hanau.de,www.klinikum-stadt-hanau.de,Leimenstraße,63450,Hanau,Hessen
ASKLEPIOS Schlossberg Klinik Bad König,49.7451173,9.0050403,asklepios.com,www.asklepios.com/bad-koenig/,Frankfurter Straße,64732,Bad König,Hessen
Kreiskrankenhaus Erbach,49.6516651,9.0006747,gz-odw.de,www.gz-odw.de,Albert-Schweitzer-Straße,64711,Erbach,Hessen
ASKLEPIOS Klinik Seligenstadt,50.0418547,8.9644898,asklepios.com,www.asklepios.com/seligenstadt/,Dudenhöfer Straße,63500,Seligenstadt,Hessen
Bergman Clinics Mathilden-Hospital,50.2871478,9.1136021,bergmanclinics.de,www.bergmanclinics-mathildenhospital.de,Am Schlag,63654,Büdingen,Hessen
AGAPLESION Evangelisches Krankenhaus Mittelhessen,50.5924603,8.648853,agaplesion.de,www.ekm-gi.de,Paul-Zipp-Straße,35398,Gießen,Hessen
Vitos Klinikum Herborn,50.6719358,8.3013781,vitos-herborn.de,www.vitos-herborn.de,Austraße,35745,Herborn,Hessen
DRK Krankenhaus Biedenkopf,50.9134839,8.5230662,drk-biedenkopf.de,www.drk-biedenkopf.de,Hainstraße,35216,Biedenkopf,Hessen
Universitätsklinikum Gießen und Marburg GmbH,50.8165448,8.8064273,uni-marburg.de,www.ukgm.de,Baldingerstraße,35043,Marburg,Hessen
Universitätsklinikum Gießen und Marburg GmbH,50.8165448,8.8064273,uni-marburg.de,www.ukgm.de,Hans-Sachs-Straße,35039,Marburg,Hessen
Universitätsklinikum Gießen und Marburg GmbH,50.8165448,8.8064273,uni-marburg.de,www.ukgm.de,Rudolf-Bultmann-Straße,35039,Marburg,Hessen
Universitätsklinikum Gießen und Marburg GmbH,50.8165448,8.8064273,uni-marburg.de,www.ukgm.de,Schützenstraße,35039,Marburg,Hessen
Kreiskrankenhaus Schotten,50.5065991,9.1041817,gz-wetterau.de,www.gz-wetterau.de,Wetterauer Platz,63679,Schotten,Hessen
AGAPLESION DIAKONIE KLINIKEN KASSEL,51.3141949,9.462728,agaplesion.de,www.diako-kassel.de,Herkulesstraße,34119,Kassel,Hessen
Klinikum Kassel,51.3278859,9.5090224,klinikum-kassel.de,www.gesundheit-nordhessen.de/klinikum-kassel,Mönchebergstraße,34125,Kassel,Hessen
Hardtwaldklinik I,51.061829,9.1730843,neurologische-akutklinik.de,www.wicker.de/kliniken/hardtwaldklinik-i,Hardtstraße,34596,Bad Zwesten,Hessen
Krankenhaus Bad Arolsen,51.3793857,9.0079263,gnh.net,www.gesundheit-nordhessen.de,Große Allee,34454,Bad Arolsen,Hessen
Schön Klinik Bad Arolsen,51.3799023,9.0274855,schoen-kliniken.de,www.schoen-kliniken.de,Hofgarten,34454,Bad Arolsen,Hessen
DRK Krankenhaus Kirchen,50.8061404,7.8792284,,,Bahnhofstraße,57548,Kirchen (Sieg),Rheinland-Pfalz
Geriatrische Fachklinik Rheinhessen-Nahe,49.810787,7.8457355,,,Berliner Straße,55583,Bad Kreuznach,Rheinland-Pfalz
Gesundheitszentrum Glantal,49.7065332,7.6768326,landeskrankenhaus.de,www.glantal-klinik-meisenheim.de,Liebfrauenberg,55590,"Meisenheim, Glan",Rheinland-Pfalz
DRK-Elisabeth-Krankenhaus Birkenfeld,49.6456171,7.1598129,el-stift.de,www.el-stift.de,Walter-Bleicker-Platz,55765,"Birkenfeld, Nahe",Rheinland-Pfalz
Barmherzige Brüder Saffig,50.3778925,7.4195807,landeskrankenhaus.de,www.rhein-mosel-fachklinik-andernach.de,Pöschstr.,56648,Saffig,Rheinland-Pfalz
St. Joseph-Krankenhaus,50.2118978,6.4101199,ct-west.de,www.krankenhaus-pruem.de,Kalvarienberg,54595,Prüm,Rheinland-Pfalz
Städtisches Krankenhaus Pirmasens,49.1930324,7.6176774,KH-Pirmasens.de,www.kh-pirmasens.de,Pettenkoferstraße,66955,Pirmasens,Rheinland-Pfalz
Diakonie-Klinikum Stuttgart,48.7816357,9.1639077,diak-stuttgart.de,www.diakonie-klinik.de,Rosenbergstraße,70176,Stuttgart,Baden-Württemberg
Herzog Karl Klinik,48.7653516,9.165559,klinik-karlshoehe.de,www.kliniik-karlshoehe.de,Hohenzollernstr.,70178,Stuttgart,Baden-Württemberg
Karl-Olga-Krankenhaus,48.7897032,9.204228,sana.de,www.Karl-Olga-Krankenhaus.de,Hackstraße,70190,Stuttgart,Baden-Württemberg
Klinikum Stuttgart,48.7916756,9.1789558,klinikum-stuttgart.de,www.klinikum-stuttgart.de,Hasenbergstraße,70176,Stuttgart,Baden-Württemberg
Klinikum Stuttgart,48.7916756,9.1789558,klinikum-stuttgart.de,www.klinikum-stuttgart.de,Kriegsbergstraße,70174,Stuttgart,Baden-Württemberg
Klinik am Rathenauplatz,49.1315683,9.2189645,privatklinik-heilbronn.de,www.privatklinik-heilbronn.de,Happelstraße,74074,Heilbronn,Baden-Württemberg
Zentrum für Psychische Gesundheit Schwäbisch Hall,49.1084006,9.7321667,de.de,www.zfpg-sha.de,Ringstraße,74523,Schwäbisch Hall,Baden-Württemberg
Ostalb-Klinikum Aalen,48.8490433,10.0859887,kliniken-ostalb.de,www.kliniken-ostalb.de,Im Kälblesrain,73430,Aalen,Baden-Württemberg
Siloah St. Trupdert Klinikum,48.8972522,8.6742114,siloah.de,www.siloah.de,Wilferdinger Str.,75179,Pforzheim,Baden-Württemberg
Neurologische Klinik Selzer,48.6046168,8.3584378,selzer.de,www.selzer.de,Murgtalstraße,72270,Baiersbronn,Baden-Württemberg
Ameos Klinikum Kaiserstuhl,48.1047135,7.631512,ameos.de,www.ameos.eu,Brunngasse,79235,Vogtsburg im Kaiserstuhl,Baden-Württemberg
MediClin Klinik an der Lindenhöhe,48.4796176,7.9560549,mediclin.de,www.klinik-lindenhoehe.de,Bertha-von-Suttner-Straße,77654,Offenburg,Baden-Württemberg
MediClin Klinik an der Lindenhöhe,48.4796176,7.9560549,mediclin.de,www.klinik-lindenhoehe.de,Okenstraße,77652,Offenburg,Baden-Württemberg
SRH Krankenhaus Oberndorf a. N.,48.2958991,8.5784183,srh.de,www.krankenhaus-oberndorf.de,Uhlandstraße,78727,Oberndorf am Neckar,Baden-Württemberg
Helios Klinik Rottweil,48.1654458,8.6123458,helios-gesundheit.de,www.helios-gesundheit.de,Krankenhausstraße,78628,Rottweil,Baden-Württemberg
Herz-Zentrum Bodensee,47.6717495,9.1859157,herz-zentrum.com,www.herz-zentrum.com,Luisenstraße,78464,Konstanz,Baden-Württemberg
Hegau-Bodensee-Klinikum,47.7594886,8.8217946,hbh-kliniken.de,www.glkn.de,Virchowstraße,78224,Singen,Baden-Württemberg
Krankenhaus Stockach,47.8533142,9.0094838,kh-stockach.de,www.krankenhaus-stockach.de,Am Stadtgarten,78333,Stockach,Baden-Württemberg
Janus-Klinik-Eltern-Kind,47.6997625,8.0063932,jkek.de,www.janus-klinik-eltern-kind.de,Höfstraße,79737,Herrischried,Baden-Württemberg
Klinikum Hochrhein,47.6224996,8.2077841,klinikum-Hochrhein.de,www.klinikum-hochrhein.de,Kaiserstraße,79761,Waldshut-Tiengen,Baden-Württemberg
Albklinik Münsingen,48.4046356,9.4896202,klin-rt.de,www.kreiskliniken-reutlingen.de,Lautertalstraße,72525,Münsingen,Baden-Württemberg
Akutklinik Albstadt,48.2647401,9.020126,buchtal-klinik.de,www.buchtal-klinik.de,Unter Nank,72461,Albstadt,Baden-Württemberg
Bundeswehrkrankenhaus Ulm,48.4249898,9.947527,bundeswehr.org,www.ulm.bwkrankenhaus.de,Oberer Eselsberg,89081,Ulm,Baden-Württemberg
Universitätsklinikum Ulm,48.4221748,9.9522164,uniklinik-ulm.de,www.uni-ulm.de,Albert-Einstein-Allee,89081,Ulm,Baden-Württemberg
Alb-Donau Klinikum,48.4085475,9.7895466,adk-gmbh.de,www.adk-gmbh.de,Ulmer Straße,89143,Blaubeuren,Baden-Württemberg
Sana Kliniken Landkreis Biberach,48.1119692,9.7795695,kliniken-bc.de,www.kliniken-bc.de,Marie-Curie-Straße,88400,Biberach an der Riß,Baden-Württemberg
Klinikum Friedrichshafen,47.6728866,9.4303514,klinikum-fn.de,www.klinikum-friedrichshafen.de,Röntgenstraße,88048,Friedrichshafen,Baden-Württemberg
Klinik Tettnang,47.672512,9.5979795,klinik-tt.de,www.medizin-campus-bodensee.de/ueber-uns/standorte/tettnang/,Emil-Münch-Straße,88069,Tettnang,Baden-Württemberg
Internistisches Klinikum München Süd GmbH,48.102374,11.5477936,ikms.de,www.muellerklinik.de,Am Isarkanal,81379,München,Bayern
kbo-Kinderzentrum München,48.10614,11.477925,kbo.de,www.kbo-kinderzentrum-muenchen.de,Heiglhofstr.,81377,München,Bayern
kbo-Kinderzentrum München,48.10614,11.477925,kbo.de,www.kbo-kinderzentrum-muenchen.de,Kölner Platz,80804,München,Bayern
Klinikum Dritter Orden,48.1657409,11.5050996,dritter-orden.de,www.dritter-orden.de,Lachnerstr.,80639,München,Bayern
Krankenhaus für Naturheilweisen,48.0850004,11.5564806,kfn-muc.de,www.kfn-muc.de,Seybothstr.,81545,München,Bayern
München Klinik Bogenhausen,48.1551458,11.6247718,klinikum-muenchen.de,www.muenchen-klinik.de,Englschalkinger Str.,81925,München,Bayern
München Klinik Harlaching,48.0856519,11.5574673,klinikum-muenchen.de,www.klinikum-muenchen.de,Sanatoriumsplatz,81545,München,Bayern
München Klinik Neuperlach,48.0944452,11.656037,klinikum-muenchen.de,www.klinikum-muenchen.de,Oskar-Maria-Graf-Ring,81737,München,Bayern
München Klinik Schwabing,48.1719273,11.5784397,klinikum-muenchen.de,www.klinikum-muenchen.de,Kölner Platz,80804,München,Bayern
München Klinik Thalkirchner Straße,48.1289836,11.5642559,klinikum-muenchen.de,www.klinikum-muenchen.de,Thalkirchner Str.,80337,München,Bayern
Rotkreuzklinikum München,48.1539653,11.5318274,swmbrk.de,www.rotkreuzklinikum-muenchen.de,Nymphenburger Str.,80634,München,Bayern
Helios Amper-Klinikum Dachau,48.2653705,11.4283747,helios-kliniken.de,www.helios-kliniken.de,Krankenhausstr.,85221,Dachau,Bayern
Klinikum Fürstenfeldbruck,48.1809057,11.2593141,klinikum-ffb.de,www.klinikum-ffb.de,Dachauer Str.,82256,Fürstenfeldbruck,Bayern
Berufsgenossenschaftliche Unfallklinik Murnau,47.671591,11.217932,,,Prof.-Küntscher-Straße,82418,Murnau a. Staffelsee,Bayern
RoMed Klinik Bad Aibling,47.8657835,12.0172036,ro-med.de,www.kkh-aibling.de,Harthauser Str.,83043,Bad Aibling,Bayern
Arberlandklinik Viechtach,49.0852461,12.8754441,arberlandkliniken.de,www.arberlankliniken.de,Karl-Gareis-Str.,94234,Viechtach,Bayern
Klinik Bogen,48.9096886,12.6971313,klinik-bogen.de,www.klinik-bogen.de,Mussinanstr.,94327,Bogen,Bayern
Caritas-Krankenhaus St. Josef,49.0068486,12.1189805,csj.de,www.caritasstjosef.de,Landshuter Str.,93053,Regensburg,Bayern
Universitätsklinikum Regensburg,48.9878505,12.0876291,ukr.de,www.ukr.de,Franz-Josef-Strauß-Allee,93053,Regensburg,Bayern
Universitätsklinikum Regensburg,48.9878505,12.0876291,ukr.de,www.ukr.de,Universitätsstraße,93053,Regensburg,Bayern
